,image.name,X.x,Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters.32,area,circularity,X.1,X.y,Count_Nuclei,ImageNumber,Texture_AngularSecondMoment_3_0,Texture_AngularSecondMoment_3_135,Texture_AngularSecondMoment_3_45,Texture_AngularSecondMoment_3_90,Texture_Contrast_3_0,Texture_Contrast_3_135,Texture_Contrast_3_45,Texture_Contrast_3_90,Texture_Correlation_3_0,Texture_Correlation_3_135,Texture_Correlation_3_45,Texture_Correlation_3_90,Texture_DifferenceEntropy_3_0,Texture_DifferenceEntropy_3_135,Texture_DifferenceEntropy_3_45,Texture_DifferenceEntropy_3_90,Texture_DifferenceVariance_3_0,Texture_DifferenceVariance_3_135,Texture_DifferenceVariance_3_45,Texture_DifferenceVariance_3_90,Texture_Entropy_3_0,Texture_Entropy_3_135,Texture_Entropy_3_45,Texture_Entropy_3_90,Texture_Gabor_3,Texture_InfoMeas1_3_0,Texture_InfoMeas1_3_135,Texture_InfoMeas1_3_45,Texture_InfoMeas1_3_90,Texture_InfoMeas2_3_0,Texture_InfoMeas2_3_135,Texture_InfoMeas2_3_45,Texture_InfoMeas2_3_90,Texture_InverseDifferenceMoment_3_0,Texture_InverseDifferenceMoment_3_135,Texture_InverseDifferenceMoment_3_45,Texture_InverseDifferenceMoment_3_90,Texture_SumAverage_3_0,Texture_SumAverage_3_135,Texture_SumAverage_3_45,Texture_SumAverage_3_90,Texture_SumEntropy_3_0,Texture_SumEntropy_3_135,Texture_SumEntropy_3_45,Texture_SumEntropy_3_90,Texture_SumVariance_3_0,Texture_SumVariance_3_135,Texture_SumVariance_3_45,Texture_SumVariance_3_90,Texture_Variance_3_0,Texture_Variance_3_135,Texture_Variance_3_45,Texture_Variance_3_90,classification
31,Case 3 A12-17700-32032,564,51507,228978,4.912090302,21.83704376,127,0.116513761,77.81102362,0.119438661,17,17,77,17,0.27417518,0.258697658,0.251992689,0.255481371,0.406050096,0.576277219,0.651320315,0.585443002,0.813007299,0.735115696,0.700623479,0.730327005,0.66737684,0.752796803,0.782920771,0.763763496,0.315503043,0.441571916,0.494819937,0.443432257,1.779737487,1.855870426,1.882676198,1.865115037,0.097831224,-0.334213999,-0.263734849,-0.238589739,-0.254072694,0.714472765,0.656489346,0.632165269,0.647262636,0.858738349,0.834002225,0.82303601,0.829040072,10.34344871,10.34221697,10.34223232,10.34223398,1.537136501,1.550943205,1.5546783,1.548580907,3.936890215,3.774882392,3.69984414,3.756428751,1.086059948,1.087655418,1.088303184,1.085656415,Non-Tumor
32,Case 3 A12-18156-14343,565,49628,128705,4.732894897,12.27426529,385,0.353211009,53.40779221,0.10999898,18,18,264,18,0.195349912,0.184149188,0.174984252,0.191765608,4.191462682,4.711500219,5.215947953,4.315821843,0.364856903,0.286271553,0.209846231,0.345996061,1.470255694,1.520919701,1.56438237,1.482745345,2.500214556,2.702648433,2.877943522,2.531785335,2.468772012,2.497059027,2.518161871,2.47805755,0.294482373,-0.060261999,-0.038622619,-0.022032564,-0.053283462,0.377114641,0.306064749,0.233599768,0.356203126,0.605081245,0.579307561,0.55566426,0.595924421,4.831609444,4.833300877,4.833261547,4.832676872,1.908766019,1.913601107,1.914195242,1.911886145,9.007019904,8.490997598,7.986410124,8.882326604,3.29864384,3.302381647,3.300421738,3.300347313,Non-Viable-Tumor
33,Case 3 A12-1902-25383,566,15112,30287,1.441192627,2.888393402,24,0.022018349,66.70833333,0.132575737,19,19,10,19,0.823562852,0.823556181,0.822499928,0.824379024,0.12768483,0.12405786,0.160139519,0.07953102,0.96631917,0.967220571,0.957758697,0.979082531,0.170801317,0.160503406,0.183784241,0.142858393,0.125097441,0.121728018,0.156743795,0.078090736,0.507147179,0.503630089,0.514094225,0.49413259,0.009326398,-0.743784657,-0.753742558,-0.723884191,-0.784650145,0.674830005,0.67722354,0.668732895,0.687952611,0.980961522,0.982273001,0.979144875,0.984686317,2.856315232,2.855571682,2.855605257,2.860769543,0.474538884,0.473610247,0.478883145,0.46858307,7.445236214,7.442432868,7.406560439,7.52158842,1.906882218,1.884540744,1.911935209,1.906882218,Non-Tumor
34,Case 3 A12-19907-12559,567,102275,190690,9.753704071,18.18561554,650,0.596330275,66.88,0.150571254,20,20,254,20,0.149731061,0.138707911,0.146363369,0.159613469,4.878252977,5.598796479,5.064685675,4.224514684,0.37185774,0.279192919,0.347954254,0.456026142,1.507953448,1.569152187,1.5295401,1.448482115,2.802428715,3.028891988,2.845389148,2.517727325,2.530905851,2.566108305,2.543910964,2.493574678,0.19864849,-0.06072346,-0.034360099,-0.051385321,-0.08967412,0.38291927,0.293026339,0.35434658,0.456929394,0.581899158,0.546866553,0.569499255,0.607775561,5.663292536,5.665716333,5.665711537,5.664874549,2.000280881,2.009423994,2.003411928,1.986194276,10.65404074,9.935939623,10.47006832,11.30751812,3.883085202,3.88279593,3.882835919,3.88214444,Non-Viable-Tumor
35,Case 3 A12-20939-18996,568,16717,62378,1.594257355,5.948829651,103,0.094495413,69.03883495,0.103418434,21,21,329,21,0.481124832,0.445656612,0.433928052,0.439755314,1.280402562,1.781810194,1.957905531,1.843425754,0.469561341,0.261700545,0.188719242,0.235843694,0.886291827,1.002808236,1.03833619,1.017106299,0.990142012,1.306954151,1.409043134,1.336778425,1.462841353,1.521755439,1.534431098,1.526509309,0.135959538,-0.113324141,-0.036976885,-0.020611124,-0.030722791,0.401544861,0.236123969,0.177373503,0.215688685,0.800917611,0.757043423,0.742159047,0.749573249,3.034146211,3.033794718,3.033770736,3.033661277,1.182643463,1.205416863,1.209920234,1.207701872,3.547306352,3.04498235,2.868796541,2.981308879,1.206042557,1.207885416,1.206111162,1.206506621,Non-Viable-Tumor
36,Case 3 A12-24008-4724,569,36996,92206,3.528213501,8.793449402,193,0.17706422,74.48186528,0.107156759,22,22,301,22,0.29320157,0.28283981,0.275874992,0.30604837,1.99540413,2.228712224,2.362447371,1.751707311,0.442672621,0.377360717,0.339999898,0.510387497,1.140250268,1.183956917,1.208527774,1.091177381,1.353005646,1.477401347,1.535177008,1.218565585,2.005233152,2.031124475,2.045776511,1.972219771,0.206168339,-0.09967411,-0.074937829,-0.061061347,-0.130208027,0.43568977,0.382563659,0.347823099,0.490096583,0.711932526,0.694115154,0.681172807,0.73193352,3.766205581,3.765917687,3.76592824,3.765023376,1.582027528,1.586358285,1.590046797,1.571677247,5.165202552,4.930198387,4.796473936,5.403777057,1.790916674,1.788913706,1.790447565,1.78882413,Non-Viable-Tumor
37,Case 3 A12-24626-4413,570,32470,72230,3.096580505,6.888389587,176,0.16146789,68.43181818,0.155647091,23,23,252,23,0.396732553,0.38131247,0.379052867,0.402241278,1.753071246,2.039491923,2.08866497,1.647585279,0.532842301,0.456850033,0.44375488,0.561447353,1.00540562,1.061693126,1.071334677,0.98324409,1.321202437,1.498804485,1.529416198,1.253030085,1.721035535,1.757822326,1.763242875,1.707385753,0.124082956,-0.155441506,-0.116286119,-0.110446185,-0.171670691,0.501817384,0.441798803,0.431755203,0.523901742,0.77246389,0.75165005,0.748396161,0.780181336,3.572928463,3.573405114,3.573405114,3.575250788,1.392315259,1.407167678,1.408808959,1.38662958,5.752193606,5.470371229,5.421198182,5.866146513,1.876487788,1.877385938,1.877727783,1.878522391,Non-Viable-Tumor
38,Case 3 A12-26266-6931,571,53245,112148,5.077838898,10.69526672,306,0.280733945,60.97058824,0.153885644,24,24,225,24,0.274892522,0.266296352,0.257600887,0.280972,3.309096857,3.626999514,3.937382547,3.172530186,0.427034344,0.372131548,0.318395633,0.451106191,1.32673397,1.36533566,1.398943834,1.309533648,2.171197191,2.332424579,2.472452758,2.109714387,2.19303744,2.215418964,2.234563923,2.183607203,0.128027189,-0.081956166,-0.062804641,-0.046066037,-0.091362858,0.413477229,0.365884492,0.316280302,0.434352796,0.666482905,0.650955704,0.634691213,0.675365553,4.291620118,4.292495211,4.292464514,4.294046699,1.716849411,1.723321883,1.729574978,1.709401458,8.241665209,7.926365691,7.615893174,8.387192307,2.886520721,2.889976851,2.887633425,2.890415705,Non-Viable-Tumor
39,Case 3 A12-27307-29117,15,113997,273091,10.8716011,26.04398727,415,0.380733945,76.30120482,0.134892211,612,15,168,15,0.098254212,0.074638956,0.068267758,0.071164647,0.638612573,1.218982177,1.565666546,1.349992922,0.914369816,0.836563718,0.790094152,0.819001325,0.845984315,1.083521199,1.178399359,1.126057712,0.450849495,0.750000389,0.919132636,0.803363526,2.737124573,2.991597021,3.075203239,3.031717137,0.066181853,-0.451563609,-0.307457242,-0.260127161,-0.284697867,0.892977764,0.814129332,0.775519116,0.796596103,0.802462599,0.706575116,0.666938463,0.686569348,7.313609513,7.313857571,7.313823037,7.314345043,2.313345523,2.335662636,2.323011874,2.330050913,14.27674855,13.69762385,13.35101872,13.56648259,3.728392972,3.733059697,3.732172469,3.732562313,Non-Viable-Tumor
40,Case 3 A12-28029-11197,16,77961,131646,7.434940338,12.55474091,592,0.543119266,82.07263514,0.105368784,613,16,391,16,0.051594372,0.049090711,0.048601978,0.053116166,2.405609161,2.79133975,2.901226065,2.197294319,0.421178801,0.328192636,0.301731778,0.471439707,1.366727603,1.42797078,1.443325405,1.331489682,1.220283583,1.372461656,1.416842312,1.133435012,3.320032876,3.365631308,3.373507935,3.296335256,0.120143384,-0.08039853,-0.053940692,-0.049371686,-0.094282803,0.492737419,0.412564068,0.39623117,0.527567019,0.57668096,0.550138549,0.543416668,0.592504928,6.379922028,6.380983672,6.380922278,6.381414131,2.247611552,2.223150133,2.213329403,2.26512331,5.906488326,5.518595481,5.408541062,6.116957455,2.07777894,2.077446731,2.076929782,2.078303646,Non-Viable-Tumor
41,Case 3 A12-29223-26617,17,21673,81261,2.066898346,7.749652863,154,0.141284404,80.04545455,0.073346475,614,17,313,17,0.100953868,0.090782181,0.088143369,0.09599347,1.73041997,2.24328667,2.361047772,1.868390747,0.511578443,0.366978111,0.333747806,0.472730951,1.228173599,1.332976097,1.355778833,1.261478574,1.000217302,1.231002921,1.267145059,1.047216099,2.817253634,2.891511715,2.905834473,2.845730925,0.129828301,-0.102270891,-0.052490832,-0.042846806,-0.083596936,0.511802252,0.37994365,0.345694358,0.468893898,0.653008455,0.608341844,0.595838538,0.63521126,4.3811511,4.381757817,4.381772206,4.382688158,2.024914408,2.007914372,2.001342565,2.019248523,5.35533694,4.844258485,4.72649599,5.218657894,1.772532173,1.77104677,1.773242877,1.772021629,Non-Viable-Tumor
42,Case 3 A12-29860-25889,18,20430,88727,1.948356628,8.461666107,119,0.109174312,84.05882353,0.075537272,615,18,274,18,0.099194425,0.095046051,0.087530846,0.102027419,1.642108495,1.832534407,2.15276644,1.472537647,0.52663381,0.471717551,0.379394129,0.575507807,1.214563672,1.25583007,1.323903828,1.173411496,0.940683981,1.033516659,1.153412894,0.845738938,2.818306702,2.849832323,2.898984555,2.788986105,0.088752387,-0.110310034,-0.08913017,-0.056179806,-0.129871548,0.529535191,0.483202949,0.392794934,0.566724545,0.656284644,0.639424816,0.606180163,0.6682226,4.422824781,4.422747187,4.42272896,4.42247758,2.034797821,2.029342198,2.01751091,2.038421991,5.295894576,5.105168508,4.784861713,5.465339978,1.733337814,1.73622277,1.733896924,1.735119286,Non-Viable-Tumor
43,Case 3 A12-30696-5036,19,47551,121107,4.534816742,11.54966354,172,0.157798165,71.39534884,0.158976632,616,19,295,19,0.056089686,0.054396964,0.05385034,0.055744766,2.331012603,2.591919351,2.713365073,2.429525855,0.359108611,0.287847725,0.25448585,0.332408646,1.34733684,1.387240162,1.406421751,1.365117082,1.046419717,1.134457286,1.186119778,1.103227432,3.169308616,3.194574658,3.203978449,3.179554213,0.261663087,-0.043797513,-0.028520976,-0.022724771,-0.03767703,0.363759396,0.297151671,0.266472574,0.339025674,0.547012328,0.526669055,0.520295052,0.544356402,5.254446659,5.255358337,5.255377523,5.254666649,2.125157734,2.105725256,2.098198884,2.122478686,4.943265475,4.687189618,4.56581084,4.848955845,1.818904873,1.819584187,1.820300084,1.819771197,Non-Viable-Tumor
44,Case 3 A12-3094-27426,572,37336,79681,3.560638428,7.598972321,227,0.208256881,73.49779736,0.091466249,25,25,178,25,0.409780275,0.386477914,0.396951187,0.406701581,0.888087468,1.342304265,1.133726513,0.922154291,0.839372357,0.75746002,0.795150777,0.833244579,0.801653672,0.944355723,0.880473342,0.821141692,0.72940133,1.055993997,0.911124632,0.750295993,1.753705606,1.866213344,1.818644185,1.768588919,0.158183547,-0.404145815,-0.303682556,-0.346714266,-0.391298808,0.767546208,0.698366348,0.730898157,0.7596764,0.846480907,0.806316024,0.825087388,0.840388857,4.094294235,4.097547007,4.097558519,4.094960899,1.486716027,1.531918225,1.512991338,1.494141759,10.16945607,9.726349729,9.934975117,10.13780157,2.761665306,2.769400046,2.763982299,2.764508422,Non-Tumor
45,Case 3 A12-3218-15469,573,20274,42484,1.933479309,4.051589966,158,0.144954128,76.0443038,0.080014322,26,26,121,26,0.61786209,0.600843001,0.613680567,0.626739919,1.11884603,1.484034108,1.232278853,0.982416136,0.680730354,0.57631134,0.648189975,0.719452857,0.717113543,0.78893068,0.739796821,0.68181375,0.958752358,1.24911039,1.051677845,0.850383098,1.199239232,1.247567225,1.214266865,1.174421354,0.233155454,-0.248148269,-0.176975898,-0.225372176,-0.283431064,0.537176443,0.464135223,0.515723688,0.567095569,0.86484366,0.845348351,0.859308309,0.874574174,3.062742945,3.062066822,3.062066822,3.061700386,0.993616326,1.018024178,0.999337105,0.979165676,5.889861912,5.52123642,5.772991675,6.021153273,1.748296624,1.754625277,1.746842026,1.750311863,Non-Tumor
46,Case 3 A12-32422-16245,20,49384,135031,4.709625244,12.87755966,341,0.312844037,50.87683284,0.110245181,617,20,321,20,0.0450325,0.04350059,0.044845388,0.047490843,3.069211596,3.451992967,3.130884146,2.587310044,0.308095797,0.22171639,0.294116893,0.416632827,1.461742048,1.509181164,1.468767839,1.390906009,1.385681617,1.522100434,1.420915487,1.204756277,3.391602284,3.417008497,3.395639098,3.348830919,0.189345357,-0.032540276,-0.017708094,-0.030105784,-0.05740963,0.325769307,0.243361246,0.31398533,0.423770739,0.513336608,0.491865176,0.511701588,0.542649878,5.793748278,5.793107715,5.793104838,5.794706668,2.226415395,2.202092643,2.223867817,2.255378027,5.80256938,5.418791011,5.739942768,6.2829524,2.218440621,2.217449278,2.218439772,2.217824166,Non-Viable-Tumor
47,Case 3 A12-32477-34353,21,15398,42409,1.468467712,4.044437408,104,0.095412844,73.42307692,0.196091514,618,21,30,21,0.67958097,0.674284701,0.671819069,0.67319557,0.214936528,0.475567442,0.565919798,0.528310748,0.935135251,0.856105106,0.828784073,0.840135209,0.398460439,0.521673951,0.551715916,0.539326732,0.197613267,0.4310926,0.510863128,0.47789016,0.995975768,1.060154798,1.075592596,1.067714956,0.033287827,-0.620898039,-0.52535309,-0.502701798,-0.514586815,0.769941907,0.729588575,0.719457413,0.724910416,0.942064855,0.918604629,0.912456414,0.915102099,3.084501829,3.080480334,3.080483212,3.080469324,0.859032608,0.856221628,0.857026603,0.855009718,6.412170127,6.133601827,6.043264356,6.080098245,1.655301074,1.645268069,1.642298893,1.643574264,Non-Tumor
48,Case 3 A12-33164-13699,22,82372,156723,7.855606079,14.94626999,461,0.42293578,68.17353579,0.177384237,619,22,271,22,0.047082535,0.040140093,0.043582651,0.043124899,1.958195282,2.930642598,2.331751149,2.486680108,0.56848158,0.354115425,0.486101501,0.452144909,1.285196604,1.446427168,1.35332605,1.381287209,0.930313603,1.289772337,1.070700236,1.139323487,3.285484212,3.409389287,3.345326605,3.361578093,0.281716462,-0.112805186,-0.041873283,-0.078669122,-0.069503326,0.569946879,0.368384006,0.48952817,0.463688913,0.583876331,0.513813206,0.553304732,0.544986093,5.940270912,5.943597767,5.943579541,5.944361762,2.318191672,2.269282875,2.301592051,2.292966198,7.117630442,6.14416142,6.74299901,6.591191926,2.269285281,2.266862106,2.267500742,2.267949204,Non-Viable-Tumor
49,Case 3 A12-34294-35557,23,22641,98596,2.15921402,9.40284729,139,0.127522936,70.24460432,0.111715531,620,23,202,23,0.155530805,0.133580131,0.127403566,0.134002613,1.147165386,1.912466989,2.162293118,1.909580451,0.782984647,0.63801489,0.590730449,0.638633916,1.041045339,1.252874974,1.304516359,1.252505029,0.798398446,1.22212674,1.354267105,1.220233141,2.707086114,2.895880142,2.938178177,2.894000816,0.05870015,-0.307997002,-0.190703476,-0.164189807,-0.191960525,0.791757719,0.675976521,0.639530303,0.677671594,0.755650709,0.681841831,0.663187848,0.682142508,4.899319371,4.901950326,4.901934018,4.902431746,2.106699359,2.12302151,2.126564838,2.12221968,9.42498561,8.65405068,8.404221352,8.659059418,2.645691904,2.636734633,2.642053708,2.639927942,Non-Tumor
50,Case 3 A12-37374-17669,24,63758,197110,6.080436707,18.79787445,283,0.259633028,74.49116608,0.11769311,621,24,268,24,0.053328076,0.050987268,0.050367775,0.055350342,2.119205665,2.428771508,2.477379535,1.894612551,0.428753319,0.345234709,0.332133075,0.489212744,1.314590961,1.368464286,1.37562833,1.268276827,1.054422753,1.177100978,1.183850018,0.959045065,3.298043567,3.339160074,3.346123603,3.262493781,0.07854194,-0.077518518,-0.053488969,-0.049426646,-0.098111467,0.48327082,0.409473265,0.394959624,0.534613731,0.585923316,0.562054835,0.555733355,0.60368517,7.841653404,7.842537851,7.842563752,7.840826051,2.240798721,2.212990661,2.208284116,2.261686743,5.300375134,4.98996526,4.941371145,5.52375481,1.854517795,1.854981295,1.854223466,1.854512806,Viable
51,Case 3 A12-37793-17155,25,122760,171601,11.70730591,16.36514664,242,0.222018349,76.05785124,0.11557519,622,25,259,25,0.054744012,0.051570109,0.05093531,0.056012393,1.845079502,2.118578414,2.187651867,1.676595212,0.590114184,0.529421758,0.514077935,0.627351531,1.263270897,1.318110335,1.331725213,1.22582293,0.999949123,1.105265541,1.130909971,0.908992138,3.280087484,3.333439124,3.344117443,3.254815906,0.124386206,-0.161426859,-0.13148584,-0.12551065,-0.175294058,0.66175358,0.611995289,0.600857843,0.681871195,0.627035195,0.600003456,0.59372449,0.637601855,8.028906633,8.029395429,8.029382958,8.027076893,2.325205343,2.308334784,2.302234658,2.341221157,7.157780729,6.885542909,6.816445247,7.321671156,2.249086023,2.2532459,2.249980037,2.250149204,Viable
52,Case 3 A12-38883-35759,26,8368,69277,0.798034668,6.606769562,57,0.052293578,85.8245614,0.111117881,623,26,124,26,0.374355783,0.323768614,0.324787952,0.32653247,0.250527975,0.879252639,0.881889718,0.846787769,0.917127888,0.708672581,0.707796139,0.719422993,0.502996889,0.899353449,0.897566557,0.887240585,0.217325847,0.675401352,0.6793832,0.652184649,1.679733702,2.01641621,2.013774591,2.005167919,0.109254678,-0.580181162,-0.294239973,-0.296448564,-0.303686023,0.864064769,0.708613952,0.710455008,0.716348607,0.915031504,0.813772119,0.81471443,0.817096528,3.601981437,3.600055063,3.600040674,3.600099091,1.502939297,1.578577151,1.576609854,1.57505915,5.795605311,5.156570354,5.153908335,5.188898588,1.511234585,1.514383394,1.513784493,1.514040613,Non-Tumor
53,Case 3 A12-39264-6515,27,46613,108060,4.445362091,10.30540466,213,0.195412844,68.79812207,0.145188308,624,27,286,27,0.102482237,0.092547891,0.097904522,0.106059866,2.079811268,2.533643631,2.200768197,1.853684921,0.484747918,0.372461963,0.45490759,0.541169848,1.318834322,1.400907361,1.343287065,1.274224822,1.169198476,1.361809099,1.210540443,1.04755505,2.928705345,2.988752493,2.951920125,2.898392126,0.127923191,-0.102078139,-0.06268339,-0.0865607,-0.121366294,0.519916756,0.419424034,0.484190536,0.558910024,0.628320401,0.593037405,0.615271408,0.641740967,4.613724099,4.611967488,4.61196461,4.611994789,2.077019618,2.069940581,2.078861864,2.082512801,5.993161498,5.541209009,5.874070698,6.22636204,2.016644927,2.020839277,2.017629458,2.020537488,Non-Viable-Tumor
54,Case 3 A12-42160-4982,28,100521,141163,9.586429596,13.46235275,249,0.228440367,76.19277108,0.093378363,625,28,295,28,0.052151834,0.048151158,0.046272226,0.051749219,1.662227978,1.980378746,2.206237092,1.666881236,0.676277068,0.61464543,0.570696419,0.675517561,1.220636753,1.290209414,1.333068204,1.222579315,0.938095193,1.077658101,1.182116958,0.931900856,3.266926794,3.337058043,3.374383136,3.27292177,0.097848571,-0.203037507,-0.164687704,-0.14415429,-0.19987857,0.722538264,0.671258958,0.638752638,0.718734344,0.650591721,0.620554762,0.603958839,0.647527036,6.803591378,6.803262727,6.803262727,6.8046062,2.397814541,2.388646132,2.37899834,2.399458201,8.607215539,8.297832436,8.07197409,8.607210472,2.567325279,2.570100529,2.569981503,2.569009899,Non-Viable-Tumor
55,Case 3 A12-43202-17223,29,50486,111755,4.814720154,10.65778732,268,0.24587156,67.07835821,0.165898091,626,29,167,29,0.141456602,0.134288221,0.135806914,0.139158309,1.50394164,1.924838912,1.841141129,1.6689434,0.669340564,0.576608453,0.59500742,0.63279071,1.171290181,1.267384088,1.248672066,1.210870965,0.961625893,1.194233879,1.152787268,1.055732517,2.777396452,2.845343251,2.832772043,2.803912372,0.122164159,-0.234852736,-0.191272973,-0.199353508,-0.217067242,0.723042335,0.672747166,0.682762009,0.70347257,0.704211673,0.672194225,0.679334555,0.691660527,4.851551979,4.850050027,4.850017411,4.847310962,2.056454087,2.043693988,2.046407767,2.049774861,7.592517505,7.167414482,7.251006553,7.420897653,2.274235123,2.269304248,2.269532838,2.268831544,Non-Viable-Tumor
56,Case 3 A12-4590-32528,574,73375,233376,6.997585297,22.25646973,87,0.079816514,64.89655172,0.123533853,27,27,87,27,0.199570371,0.181555358,0.180453981,0.1806523,2.508315607,3.031954806,3.125154325,3.095242103,0.78047131,0.734943802,0.726794034,0.729558044,0.798453781,0.898441824,0.905061987,0.896581988,2.09750335,2.439178258,2.506784589,2.483864887,1.859953518,1.940047272,1.945292975,1.939609071,0.286505669,-0.364272484,-0.293410821,-0.288672297,-0.293711438,0.750572216,0.697792981,0.693908451,0.698096283,0.820720514,0.78485345,0.782377141,0.783217339,10.1672667,10.16061533,10.16058175,10.15805009,1.661393049,1.699197224,1.702784728,1.700681531,20.34232555,19.84472393,19.75173664,19.79499599,5.699431339,5.731620359,5.705328094,5.721843859,Non-Tumor
57,Case 3 A12-8900-9585,575,16117,63835,1.537036896,6.087779999,130,0.119266055,64.40769231,0.098308543,28,28,345,28,0.501558033,0.473835043,0.480433427,0.488066335,1.315755846,1.740816027,1.620056195,1.488226731,0.480024479,0.311737435,0.359482198,0.412073751,0.863410806,0.959099761,0.934489248,0.907465648,1.034000629,1.316044119,1.235799423,1.146134709,1.409233153,1.4608418,1.448524132,1.434747624,0.183529225,-0.123470895,-0.054619145,-0.070956311,-0.090475178,0.411505955,0.280637461,0.318062154,0.356612332,0.807928565,0.774048548,0.782356839,0.791672815,3.033480503,3.033366876,3.033363999,3.034286813,1.145759781,1.166898778,1.162482681,1.15757448,3.745079931,3.31776513,3.438521317,3.574402318,1.265880842,1.264780293,1.266127925,1.266464445,Non-Viable-Tumor
